name,latitude,longitude,city,id
Malè-Ex Stazione Ftm,46.352921,10.914904,Trentino,bus_stop1946
Siror Centro Sportivo,46.19073,11.828285,Trentino,bus_stop1947
Mezzocorona Scuole Medie,46.213268,11.117112,Trentino,bus_stop1948
Mezzolombardo Autostile,46.206819,11.09589,Trentino,bus_stop1949
Mezzolombardo Sc. Media,46.212303,11.097213,Trentino,bus_stop1950
Mezzolombardo Via Milano,46.208839,11.093685,Trentino,bus_stop1951
Castelletto di Ton,46.247143,11.062581,Trentino,bus_stop1952
Dercolo-Bivio,46.25041,11.044553,Trentino,bus_stop1953
Denno Scuole Medie,46.270785,11.048634,Trentino,bus_stop1954
Cles Centro Sportivo,46.344184,11.026761,Trentino,bus_stop1955
Ala Scuole,45.756437,11.001202,Trentino,bus_stop1956
Maso Tingherla,46.067713,11.314821,Trentino,bus_stop1957
Porte-Dosso,45.881437,11.054568,Trentino,bus_stop1958
Rovereto Via S.Maria. 66,45.884662,11.04289,Trentino,bus_stop1959
Rovereto Via Zugna Civ. 48,45.884392,11.04938,Trentino,bus_stop1960
Cavizzana Bivio,46.371565,10.952166,Trentino,bus_stop1961
Bolentina Sud,46.34497,10.889463,Trentino,bus_stop1962
Le More,46.404624,10.836066,Trentino,bus_stop1963
Rabbi Bagni-Vecchia Fonte,46.407743,10.81004,Trentino,bus_stop1964
Lausen Polo Scolastico,46.151272,11.734016,Trentino,bus_stop1965
Mollaro Bivio,46.294139,11.067202,Trentino,bus_stop1966
Segno Ss,46.304718,11.071509,Trentino,bus_stop1967
Chizzola V.Le De Gasperi,45.808862,11.009115,Trentino,bus_stop1968
Riva V.Carducci H.Liberty,45.885754,10.846556,Trentino,bus_stop1969
Vezzano Apt,46.075559,10.996338,Trentino,bus_stop1970
Ala-Staz. Fs,45.759057,10.996512,Trentino,bus_stop1971
Vò Sinistro-Passaggio Livello,45.734317,10.957314,Trentino,bus_stop1972
Lausen P.Le Impresa Grisotto,46.150591,11.735756,Trentino,bus_stop1973
Lausen Loc. Pradel,46.14969,11.738807,Trentino,bus_stop1974
Pietramurata-Carr.Toccoli,46.027956,10.94569,Trentino,bus_stop1975
Aste Basse,45.79032,11.096299,Trentino,bus_stop1976
Tesero-Via Roma,46.288824,11.504362,Trentino,bus_stop1977
Trento Via Guardini,46.091633,11.119294,Trentino,bus_stop1978
Trento Cavalcavia S.Lorenzo,46.070046,11.11668,Trentino,bus_stop1979
Pietramurata-Stab.Mecc.Sarca,46.025811,10.944801,Trentino,bus_stop1980
Torcegno-Maso Mocchi,46.073768,11.444563,Trentino,bus_stop1981
Vezzano Sud,46.076071,10.996887,Trentino,bus_stop1982
Moncovo-Paese,46.26033,11.062998,Trentino,bus_stop1983
Trento Via Sardagna Civ. 9,46.072036,11.09947,Trentino,bus_stop1984
Primolano Albergo Valsugana,45.965693,11.700897,Trentino,bus_stop1985
S.Margherita-Via Trento,45.793803,11.022972,Trentino,bus_stop1986
Pomarolo-Via Rovereto,45.923522,11.041612,Trentino,bus_stop1987
Sant'ilario Via Lagarina,45.910313,11.039877,Trentino,bus_stop1988
Sanzeno Nord-Museo Retico,46.369702,11.080206,Trentino,bus_stop1989
Pinzolo Sc. Medie,46.160518,10.765233,Trentino,bus_stop1990
Romeno-Civ. 38,46.399288,11.127018,Trentino,bus_stop1991
Romeno-Caseificio,46.401119,11.128715,Trentino,bus_stop1992
Cavareno-Centro Commerciale,46.412957,11.139651,Trentino,bus_stop1993
Cimego-Albergo Aurora,45.912808,10.619454,Trentino,bus_stop1994
Zortea-Masi di Mezzo,46.163851,11.747295,Trentino,bus_stop1995
Agnedo-Strada Statale,46.048315,11.529295,Trentino,bus_stop1996
Cavedago-Albergo Olisamir,46.185905,11.032959,Trentino,bus_stop1997
Raut-Sp 203 Civ. 1,46.257035,11.071477,Trentino,bus_stop1998
Raut-Sp 203 Dif. Civ. 1,46.257013,11.071696,Trentino,bus_stop1999
Sarnonico-Agip,46.42692,11.141863,Trentino,bus_stop2000
S.Floriano,46.283386,11.240007,Trentino,bus_stop2001
Vaneze-Sp 85 Civ. 20,46.05211,11.0733,Trentino,bus_stop2002
Lisignago-Campo Sportivo,46.158862,11.19201,Trentino,bus_stop2003
Masi D'avio Ss.12 Civ. 2,45.719509,10.940405,Trentino,bus_stop2004
Truzzi-Trattoria,46.238819,11.062502,Trentino,bus_stop2005
Ravazzone-Via Del Dazio,45.863118,10.997375,Trentino,bus_stop2006
Viarago Via Vinciguerra 33,46.080591,11.264621,Trentino,bus_stop2007
Loc. Cazzanelli di Cornè,45.805462,10.97911,Trentino,bus_stop2008
Pieve di Ledro-Via Nuova,45.890615,10.727427,Trentino,bus_stop2009
Mezzolombardo Corso Del Popolo,46.214319,11.091535,Trentino,bus_stop2010
Gardolo-Cima,46.099389,11.111635,Trentino,bus_stop2011
Arco P. Foro Boario,45.918455,10.888309,Trentino,bus_stop2012
Arco Via Frumento,45.916303,10.876894,Trentino,bus_stop2013
Arco Via Marconi,45.917805,10.885159,Trentino,bus_stop2014
Pasina,45.903954,10.84988,Trentino,bus_stop2015
Varignano Via Grazie/Veneto,45.916255,10.858903,Trentino,bus_stop2016
Vigne Cimitero,45.919409,10.863097,Trentino,bus_stop2017
Covelo-Incr. Sp18,46.093539,11.016987,Trentino,bus_stop2018
Mattarello-Via Nazionale,46.012408,11.130565,Trentino,bus_stop2019
Mattarello-Via Nazionale,46.013561,11.131501,Trentino,bus_stop2020
Arco V.Cesare Battisti,45.918507,10.88241,Trentino,bus_stop2021
Pergolese-Via Lungolago 3/10,46.024706,10.959944,Trentino,bus_stop2022
Pergolese-Via Lungolago 29,46.021562,10.959044,Trentino,bus_stop2023
Lago Cavedine-Civ. 7,46.017361,10.958935,Trentino,bus_stop2024
Lago Cavedine-Civ. 21,46.012118,10.957096,Trentino,bus_stop2025
Lago di Cavedine,45.994059,10.951552,Trentino,bus_stop2026
Lago di Cavedine-Trebi,45.990709,10.942693,Trentino,bus_stop2027
Lago di Cavedine-Bv.Lastoni,46.003468,10.956081,Trentino,bus_stop2028
Lago di Cavedine-Civ. 25,46.007505,10.956882,Trentino,bus_stop2029
Aste Basse-Dir. S.Anna,45.790542,11.096462,Trentino,bus_stop2030
Staineri-Dir. S.Anna,45.797302,11.093486,Trentino,bus_stop2031
Rovereto C.So Rosmini 61,45.890963,11.037815,Trentino,bus_stop2032
Mori Via Del Garda. 63,45.85183,10.972047,Trentino,bus_stop2033
Rovereto-Santuario M.Del Monte,45.879717,11.041038,Trentino,bus_stop2034
Via Dei Colli-Tornante,45.888407,11.054877,Trentino,bus_stop2035
Via Dei Colli Scol. P.Le Pat,45.888409,11.05177,Trentino,bus_stop2036
Riva V.Le Rovereto Coop,45.881839,10.854327,Trentino,bus_stop2037
Riva V.Carducci H.Liberty,45.885616,10.846758,Trentino,bus_stop2038
Trento Via Zambra-Ist.Arte,46.092361,11.11645,Trentino,bus_stop2039
Trento Via Zambra-Top Center,46.091191,11.117906,Trentino,bus_stop2040
Rovereto Via Saibanti,45.888137,11.036758,Trentino,bus_stop2041
Capriana Maso Conti,46.256858,11.332905,Trentino,bus_stop2042
Carano-Via Paredon/Cimana,46.294219,11.43887,Trentino,bus_stop2043
Mezzomonte Civ. 23-Fontana,45.918044,11.134532,Trentino,bus_stop2044
Mezzomonte Finito Paese Km 6.3,45.918457,11.138416,Trentino,bus_stop2045
Cornè Bivio Per Saccone,45.810266,10.979267,Trentino,bus_stop2046
Storo-Via Sette Civ. 8,45.84847,10.574439,Trentino,bus_stop2047
Lausen-Bar Lagorai,46.148566,11.735008,Trentino,bus_stop2048
Pergine V. Intermodale,46.063361,11.231385,Trentino,bus_stop2049
Feltre Pasquer,46.021087,11.919113,Trentino,bus_stop2050
S.Francesco-Maso Prigheli,46.105439,11.314602,Trentino,bus_stop2051
Candriai-Sp 85 Km. 9.4,46.062236,11.079691,Trentino,bus_stop2052
Zivignago Paese,46.066738,11.255119,Trentino,bus_stop2053
Molina di Fiemme Via Cembra 47,46.26851,11.410242,Trentino,bus_stop2054
S.Antonio.Di Mav. Maso Mistrin,46.193116,10.792494,Trentino,bus_stop2055
"Zona Industriale ""Luxottica""",45.864912,11.017705,Trentino,bus_stop2056
"Rov.Z.Ind. ""Viale Industria""",45.871712,11.020612,Trentino,bus_stop2057
Romeno Via Alla Piena Civ. 12,46.397223,11.124336,Trentino,bus_stop2058
Costasavina Via Della Uta,46.059811,11.217253,Trentino,bus_stop2059
"Rov.Z.Ind. ""Rovercenter""",45.863789,11.027035,Trentino,bus_stop2060
Terlago Via Per Vezzano 9,46.099436,11.032598,Trentino,bus_stop2061
Dietrobeseno-Chiesetta,45.925137,11.120462,Trentino,bus_stop2062
Rallo-Via S.Gioan,46.345335,11.048559,Trentino,bus_stop2063
Credai,46.342545,11.127375,Trentino,bus_stop2064
Vervo'-Via Trento Civ. 8,46.308528,11.116056,Trentino,bus_stop2065
Ronzone Nord,46.426365,11.159399,Trentino,bus_stop2066
Cles-Negozio Mascotti,46.361669,11.037265,Trentino,bus_stop2067
Cles-Ex Bentivoglio,46.358211,11.03712,Trentino,bus_stop2068
Centro Commerciale,46.35247,11.046655,Trentino,bus_stop2069
Cogolo Bar Miki,46.352297,10.690515,Trentino,bus_stop2070
Peio Area Faunistica,46.358568,10.66618,Trentino,bus_stop2071
Volano-Via Des Tor,45.917442,11.057457,Trentino,bus_stop2072
Cavareno Via De Zinis,46.407358,11.134409,Trentino,bus_stop2073
Banco Sc.Elem.,46.37468,11.071761,Trentino,bus_stop2074
Rovereto Z.Ind.V.Di Vittorio34,45.863112,11.020757,Trentino,bus_stop2075
S.Martino Campo Sportivo,45.760367,11.008556,Trentino,bus_stop2076
Revò P.Madonna,46.39091,11.057639,Trentino,bus_stop2077
Trento Casa Girelli,46.048139,11.131112,Trentino,bus_stop2078
Lover-Hotel Lover,46.250121,11.025887,Trentino,bus_stop2079
Flavon Nord,46.301834,11.028054,Trentino,bus_stop2080
Mezzolombardo V.Trento 31,46.192662,11.098786,Trentino,bus_stop2081
Maso Part-Magazzino S.O.R.,46.188422,11.106179,Trentino,bus_stop2082
Maso Quadrifoglio,46.173867,11.105299,Trentino,bus_stop2083
Loc. Ischia Civ. 4,46.173243,11.105457,Trentino,bus_stop2084
Rovereto Via Halbherr,45.885043,11.037663,Trentino,bus_stop2085
Seio Paese,46.418672,11.127108,Trentino,bus_stop2086
Seio Centro Sportivo Verde,46.411722,11.11851,Trentino,bus_stop2087
Malosco Segheria Fanti,46.430341,11.15185,Trentino,bus_stop2088
Malosco H.Bucaneve,46.431886,11.150115,Trentino,bus_stop2089
Castello di F. Nucleo Stazione,46.287191,11.421058,Trentino,bus_stop2090
Egna-Parcheggio Rio Trodena,46.320861,11.274727,Trentino,bus_stop2091
Mezzomonte di Sotto Al Km 5.6,45.919388,11.134854,Trentino,bus_stop2092
Rovereto-Ospedale,45.881862,11.038384,Trentino,bus_stop2093
Rovereto-Parco Ferrari.,45.877911,11.03333,Trentino,bus_stop2094
Lizzana-Scuole,45.870101,11.031164,Trentino,bus_stop2095
Lizzana,45.866459,11.029936,Trentino,bus_stop2096
Lizzana-Rovercenter,45.864119,11.028965,Trentino,bus_stop2097
Marco-Lavini,45.853899,11.015413,Trentino,bus_stop2098
Marco Via Ii Novembre 30,45.847344,11.01148,Trentino,bus_stop2099
Marco-Officina,45.843625,11.008525,Trentino,bus_stop2100
Marco,45.841432,11.008356,Trentino,bus_stop2101
Marco-Via Varini,45.837347,11.010321,Trentino,bus_stop2102
Marco-Zona Ind.Le,45.825731,11.011087,Trentino,bus_stop2103
Serravalle,45.809511,11.014712,Trentino,bus_stop2104
Serravalle Via Trento/Vanga R,45.799946,11.023696,Trentino,bus_stop2105
S.Margherita,45.797044,11.024942,Trentino,bus_stop2106
S.Margherita-Via Trento,45.793543,11.022898,Trentino,bus_stop2107
Marani-Loc.Cumer,45.785085,11.018484,Trentino,bus_stop2108
Marani,45.781028,11.015975,Trentino,bus_stop2109
Marani-Via Campagnole,45.77793,11.014551,Trentino,bus_stop2110
Marani-Fabbrica Bvm,45.773563,11.012584,Trentino,bus_stop2111
Marani-Centrale Elettrica,45.769911,11.010404,Trentino,bus_stop2112
Pilcante Bivio,45.762,11.004719,Trentino,bus_stop2113
Ala Via Malfatti,45.758259,11.000933,Trentino,bus_stop2114
Ala-Ospedale Bivio,45.756481,10.999172,Trentino,bus_stop2115
Sfruz-Via Smarano 16,46.339372,11.114517,Trentino,bus_stop2116
S.Orsola Bivio Loc. Dosi,46.09357,11.283173,Trentino,bus_stop2117
"Mezzolombardo ""Prema""",46.202919,11.098515,Trentino,bus_stop2118
"M.Bardo""Colonna Vasellame""",46.200361,11.100582,Trentino,bus_stop2119
Nave San Rocco-Municipio,46.16682,11.107207,Trentino,bus_stop2120
Samone-S.P. 39 Al Km 1.4,46.079477,11.523477,Trentino,bus_stop2121
Canal S.Bovo Loc.Al Lago,46.167105,11.710149,Trentino,bus_stop2122
Tonadico-Madonna Della Luce,46.186459,11.850406,Trentino,bus_stop2123
Siror-Bivio Loc. Zocaril,46.204417,11.81854,Trentino,bus_stop2124
Palù Del F.-Loc.Tolar Civ. 70,46.129215,11.355261,Trentino,bus_stop2125
Scancio di S.-Bivio Nord,46.193318,11.260215,Trentino,bus_stop2126
Folgaria-Palasport,45.913508,11.173609,Trentino,bus_stop2127
Olle-Via Per Olle Civ. 55,46.044315,11.460635,Trentino,bus_stop2128
Fornaci Via Cimirlo 2/4,46.061773,11.227002,Trentino,bus_stop2129
Merlonga,46.349288,11.110741,Trentino,bus_stop2130
Smarano Via Schwarz,46.345071,11.111488,Trentino,bus_stop2131
Ruffre'-Cimitero,46.414688,11.180434,Trentino,bus_stop2132
Preore-Loc. Molina,46.047773,10.764532,Trentino,bus_stop2133
Condino-Loc. Mon,45.865413,10.578113,Trentino,bus_stop2134
Vigo di Fassa-Museo Ladino,46.423147,11.679961,Trentino,bus_stop2135
Pra Da Lac,45.894612,10.962038,Trentino,bus_stop2136
Sarnonico-Sc. Elementari,46.419829,11.138397,Trentino,bus_stop2137
S.Cristoforo-Staz. Fs,46.039722,11.233883,Trentino,bus_stop2138
Calceranica-Staz. Fs,46.007271,11.240533,Trentino,bus_stop2139
Roncegno-Staz. Fs,46.036516,11.398669,Trentino,bus_stop2140
Volano Ss 12,45.917129,11.056337,Trentino,bus_stop2141
Borgo V. Centro-Staz. Fs,46.051282,11.454364,Trentino,bus_stop2142
S.Chiara-Staz. Fs,46.054385,11.135437,Trentino,bus_stop2143
Garniga T. Loc. Gatter,45.991139,11.08077,Trentino,bus_stop2144
Cavalese-V.Matteotti Km.22,46.296023,11.455934,Trentino,bus_stop2145
Roncegno-Municipio,46.050704,11.409638,Trentino,bus_stop2146
Prade Via Villanuova 1,46.15707,11.742955,Trentino,bus_stop2147
Sarnonico Via C.Battisti 3,46.423893,11.141536,Trentino,bus_stop2148
Brez Via 4 Novembre 15,46.4294,11.102782,Trentino,bus_stop2149
Maso Eccher,46.021359,11.217833,Trentino,bus_stop2150
Campi,45.911134,10.811282,Trentino,bus_stop2151
Doss,45.996896,10.840785,Trentino,bus_stop2152
Tezze Via Nazionale,45.987389,11.674136,Trentino,bus_stop2153
Pergine V. Via Dell'angi,46.049162,11.234419,Trentino,bus_stop2154
Serso Centrale Idroelettrica,46.072715,11.247784,Trentino,bus_stop2155
Virti-Bar Giardino,45.941443,11.232602,Trentino,bus_stop2156
Cela-Aguai-Paese,46.301239,11.404066,Trentino,bus_stop2157
Pergine V. Via Marconi 195,46.06762,11.250112,Trentino,bus_stop2158
Lenzumo Via U.D'italia 2,45.909331,10.726551,Trentino,bus_stop2159
Serravalle Via G.Cantore 21,45.806513,11.017319,Trentino,bus_stop2160
Predazzo Via Fiamme Gialle,46.302856,11.592329,Trentino,bus_stop2161
S.Michele Sp 58 Convitto,46.195559,11.134835,Trentino,bus_stop2162
Fondo Via 4 Novembre,46.439969,11.132865,Trentino,bus_stop2163
"Sfruz Via Smarano ""Segheria""",46.340769,11.112966,Trentino,bus_stop2164
Tassullo Ss43 Cementificio,46.349409,11.055865,Trentino,bus_stop2165
Levico Terme C.So Centrale 15,46.008564,11.30358,Trentino,bus_stop2166
Pian Dei Pradi-Rotatoria,45.978338,11.236202,Trentino,bus_stop2167
Ponte Arche-Via Prati 8,46.033789,10.870135,Trentino,bus_stop2168
Ponte Arche-Via Ballino,46.031285,10.868635,Trentino,bus_stop2169
Campo Lomaso-Inizio Paese,46.027169,10.868015,Trentino,bus_stop2170
Fiave'-Bivio Cornelle,46.005605,10.832084,Trentino,bus_stop2171
Stenico Loc. Cros Da Val,46.05174,10.864957,Trentino,bus_stop2172
Stavel,46.276914,10.660406,Trentino,bus_stop2173
Vigo di Ton Via S.Margherita,46.242209,11.062922,Trentino,bus_stop2174
Bastianelli Sp 124 Km. 3.2,46.260386,11.084695,Trentino,bus_stop2175
Egna-Parcheggio Rio Trodena,46.320854,11.274597,Trentino,bus_stop2176
Moscheri Civ. 23/B,45.872263,11.071663,Trentino,bus_stop2177
Castello di Fiemme Via Roma,46.285239,11.438516,Trentino,bus_stop2178
Cazzano Via Degasperi/Peluso,45.819169,10.967005,Trentino,bus_stop2179
Vigo di Fassa-Strada Neva,46.418313,11.676939,Trentino,bus_stop2180
Biacesa-Via Nuova,45.865719,10.805985,Trentino,bus_stop2181
Rovere' D/Luna-Trentinalatte,46.252439,11.184666,Trentino,bus_stop2182
Cicona-Albergo Cima D'asta,46.160806,11.744048,Trentino,bus_stop2183
Rovere' D/Luna-Campo Sportivo,46.248809,11.180106,Trentino,bus_stop2184
Comano-Maso Maserac,46.018853,10.877558,Trentino,bus_stop2185
Pera di Fassa-Seg.Vaiolet,46.438715,11.69308,Trentino,bus_stop2186
Cazzano-Loc. Piazzoli 1,45.814436,10.963956,Trentino,bus_stop2187
Folgaria Via N.Unite Civ. 38,45.913961,11.183375,Trentino,bus_stop2188
Lamon,46.046759,11.748686,Trentino,bus_stop2189
Lamon Bove,46.042919,11.748386,Trentino,bus_stop2190
Lamon Bivio Piei,46.035409,11.749636,Trentino,bus_stop2191
Pian Del Vescovo,46.034559,11.755315,Trentino,bus_stop2192
Lamon-Distributore,46.031569,11.756636,Trentino,bus_stop2193
Canal S.Bovo-Via Roma,46.156078,11.731742,Trentino,bus_stop2194
Tomaselli Incr. Via Arcevenna,46.070405,11.524305,Trentino,bus_stop2195
Santa Croce Sp 5,46.024787,10.836439,Trentino,bus_stop2196
V.Cavedine-Via S.Udalrico,45.97525,10.974966,Trentino,bus_stop2197
Fondo-Strada Delle Palade 46,46.441159,11.140416,Trentino,bus_stop2198
"Rovereto ""Liceo Rosmini""",45.895066,11.043405,Trentino,bus_stop2199
Castelfondo-Castello,46.449316,11.123783,Trentino,bus_stop2200
Cavareno Via Roma Civ. 20,46.405819,11.135385,Trentino,bus_stop2201
Rallo Via Nuova 103,46.341089,11.045505,Trentino,bus_stop2202
S.Bartolameo-Staz. Fs,46.04746,11.135144,Trentino,bus_stop2203
Pergine Vals. Susà V.Pomarol,46.054241,11.230616,Trentino,bus_stop2204
Nosellari-Via Prati,45.928234,11.253482,Trentino,bus_stop2205
Tonale-Colonia Vigili,46.252684,10.538939,Trentino,bus_stop2206
Feltre Deposito,46.010369,11.881113,Trentino,bus_stop2207
Cles-Via Ruatti Civ. 55,46.355999,11.030942,Trentino,bus_stop2208
Cles-Via Ruatti Pal.Vittoria,46.359119,11.031135,Trentino,bus_stop2209
Pergine V. Via Del Mani 5,46.067318,11.251302,Trentino,bus_stop2210
Pergine-Via Spolverine,46.065207,11.247415,Trentino,bus_stop2211
Pergine V. V.Baratieri Teatro,46.063957,11.242347,Trentino,bus_stop2212
Pergine Via Padova,46.053711,11.242954,Trentino,bus_stop2213
S.Cristoforo Al Lago-Fs,46.039761,11.234169,Trentino,bus_stop2214
Valcanover-Chiesetta,46.023186,11.228449,Trentino,bus_stop2215
Valcanover-Ortofrutta Eccher,46.030263,11.228346,Trentino,bus_stop2216
Maso Tasin,46.027053,11.222157,Trentino,bus_stop2217
Maso Posser,46.026159,11.219085,Trentino,bus_stop2218
Maso Pergher,46.018408,11.221475,Trentino,bus_stop2219
Maso Dolzer,46.029032,11.224058,Trentino,bus_stop2220
Maso Begher,46.021652,11.221747,Trentino,bus_stop2221
"Valcanover ""Ex Lanterna""",46.033104,11.229404,Trentino,bus_stop2222
"Valcanover ""Casa Sociale""",46.025253,11.228623,Trentino,bus_stop2223
Viarago Bivio Cittadella,46.085409,11.276135,Trentino,bus_stop2224
Susa' Via Dei Ciliegi,46.047838,11.218764,Trentino,bus_stop2225
Lavis-Staz. Fs,46.148219,11.096318,Trentino,bus_stop2226
Mezzocorona-Trenitalia,46.207495,11.12848,Trentino,bus_stop2227
Sorne-Stalla,45.810269,10.953963,Trentino,bus_stop2228
Sorne-Troticoltura,45.806259,10.95215,Trentino,bus_stop2229
Povo Via Mesiano,46.064943,11.141676,Trentino,bus_stop2230
Campo Tassullo,46.331169,11.052564,Trentino,bus_stop2231
Fraveggio Bivio Loc.Castin,46.077934,10.994303,Trentino,bus_stop2232
Nomi-Sp 90 Tre.Cur.T.,45.935963,11.088315,Trentino,bus_stop2233
Breguzzo-Loc. Fass Civ. 210,46.010732,10.701299,Trentino,bus_stop2234
Brusago-Via D.Alighieri 12,46.178453,11.324661,Trentino,bus_stop2235
Vervo'-Scuola Materna,46.307457,11.121379,Trentino,bus_stop2236
Pergine Vals. Sc.Garbari,46.066252,11.229911,Trentino,bus_stop2237
Folgaria Via Filzi 41,45.911217,11.180985,Trentino,bus_stop2238
Malosco Via Fanch,46.434785,11.14238,Trentino,bus_stop2239
Cembra Loc. Predole 23/2,46.169155,11.209921,Trentino,bus_stop2240
Livo-Sp 6 Al Km 6,46.432701,11.019003,Trentino,bus_stop2241
Pranzo-Ex Cabina Enel,45.921667,10.820717,Trentino,bus_stop2242
Cagno'-Terrazza Dei Sapori,46.393653,11.034121,Trentino,bus_stop2243
Segno-V.Nazionaletrentingrana,46.299073,11.069595,Trentino,bus_stop2244
Zambana-Ss12-Rotatoria,46.152359,11.101228,Trentino,bus_stop2245
Terres Loc. Tresenga,46.320236,11.014458,Trentino,bus_stop2246
Villazzano Fs-P/Golfi Urbani,46.044756,11.139687,Trentino,bus_stop2247
Pergine V. V.Marconi Riposo,46.064771,11.242574,Trentino,bus_stop2248
Pergine V. Via Marconi Itea,46.066115,11.24656,Trentino,bus_stop2249
Pergine V. Via Marconi Itea,46.06628,11.246851,Trentino,bus_stop2250
Passo Cereda Ss 347 Km7.2,46.191937,11.896854,Trentino,bus_stop2251
Malè Scuola Elementare,46.351617,10.915115,Trentino,bus_stop2252
Rovereto-Ist. Veronesi,45.891286,11.034321,Trentino,bus_stop2253
Tres Via Nazionale 33/24,46.32267,11.092413,Trentino,bus_stop2254
Brustolotti,45.755971,11.016397,Trentino,bus_stop2255
Muravalle,45.747909,11.038052,Trentino,bus_stop2256
Ronchi di Ala,45.738933,11.065748,Trentino,bus_stop2257
Calieri,45.742258,11.057553,Trentino,bus_stop2258
Ala Via Perlè,45.758767,11.006905,Trentino,bus_stop2259
Tassullo-Scuola Materna,46.334844,11.051883,Trentino,bus_stop2260
Riva Del G Vle Dante Alighieri,45.886255,10.844524,Trentino,bus_stop2261
Riva D/Garda Viale Dei Tigli 8,45.890465,10.843013,Trentino,bus_stop2262
Arco Via Battisti 4,45.91838,10.882457,Trentino,bus_stop2263
Brione Campeggio,45.88151,10.86179,Trentino,bus_stop2264
Riva V.Rovereto/Pascoli 3,45.884956,10.849146,Trentino,bus_stop2265
Arco Via Mantova Cimitero,45.911666,10.881379,Trentino,bus_stop2266
Riva V.Rovereto/Pascoli,45.885012,10.849032,Trentino,bus_stop2267
Riva V.Rovereto Dif. Coop,45.881612,10.854461,Trentino,bus_stop2268
Brione Campeggio,45.881518,10.861894,Trentino,bus_stop2269
Arco Via Mantova Dif.Cimitero,45.911737,10.881407,Trentino,bus_stop2270
Riva D/Garda V.Le Dei Tigli 11,45.890638,10.842852,Trentino,bus_stop2271
Pavillo Via De Le Bas Cere,46.329184,11.042759,Trentino,bus_stop2272
Riva Del G Vle Dante Alighieri,45.886213,10.844355,Trentino,bus_stop2273
Riva Del G. Via Oleandri 24,45.899534,10.844358,Trentino,bus_stop2274
Vestone,45.708108,10.403518,Trentino,bus_stop2275
Lavenone,45.738954,10.437544,Trentino,bus_stop2276
Idro,45.734607,10.458101,Trentino,bus_stop2277
Anfo,45.766238,10.492105,Trentino,bus_stop2278
Loc. Ferri,45.740039,11.061804,Trentino,bus_stop2279
Ala Via Fornace,45.757754,11.011793,Trentino,bus_stop2280
Covelo Via Villa Bassa,46.098486,11.022226,Trentino,bus_stop2281
Facendi V.S.Antonio-Capitello,46.221461,11.317776,Trentino,bus_stop2282
Costasavina Via S.Martino,46.061224,11.220024,Trentino,bus_stop2283
Costasavina Via S.Martino 27,46.060994,11.22445,Trentino,bus_stop2284
Costasavina Via S.Martino 27,46.060819,11.224663,Trentino,bus_stop2285
Coredo-Segheria Biasi,46.351546,11.098077,Trentino,bus_stop2286
Trento Forte Bus De Vela,46.084939,11.070055,Trentino,bus_stop2287
Cagno'-Via Nazionale 58,46.392655,11.044125,Trentino,bus_stop2288
Denno Via Colle Verde,46.272809,11.048203,Trentino,bus_stop2289
Aldeno-Maso Canova Sud,45.960076,11.092719,Trentino,bus_stop2290
Chiesurone di Pilcante,45.787117,11.012142,Trentino,bus_stop2291
Carpeneda-Acquedotto,45.916728,11.149956,Trentino,bus_stop2292
Rovereto-Stazione Trenitalia,45.89182,11.034134,Trentino,bus_stop2293
Serravalle Via G.Cantore 56,45.80669,11.017467,Trentino,bus_stop2294
Carano Via Carano 79,46.290833,11.449054,Trentino,bus_stop2295
Vestone-Loc. Capparola,45.714635,10.412932,Trentino,bus_stop2296
Lavenone-Via Nazionale,45.724762,10.428776,Trentino,bus_stop2297
Lavenone-Zona Industriale,45.731254,10.434314,Trentino,bus_stop2298
Idro-Loc. Tre Capitelli,45.751513,10.479575,Trentino,bus_stop2299
Anfo-S.P. Km. 50.7,45.788631,10.500409,Trentino,bus_stop2300
Anfo-Locanda Loc. S.Antonio,45.799371,10.503631,Trentino,bus_stop2301
"Loc. San Giacomo""Pizzeria""",45.80893,10.509783,Trentino,bus_stop2302
Ponte Caffaro-Via Caduti,45.819868,10.524535,Trentino,bus_stop2303
Ponte Caffaro-Via Caduti 214,45.825013,10.53016,Trentino,bus_stop2304
Vaneze-Via Del Lavachel,46.055447,11.072391,Trentino,bus_stop2305
Loc. San Giacomo,45.813052,10.515906,Trentino,bus_stop2306
Taio Via Roma. 59 E 62,46.317107,11.06921,Trentino,bus_stop2307
Taio Via Roma. 122,46.315062,11.069834,Trentino,bus_stop2308
S.Barbara,45.896161,10.940913,Trentino,bus_stop2309
Imer Via Meatoli,46.148669,11.796551,Trentino,bus_stop2310
Villini Via Mendola 5,46.417827,11.195577,Trentino,bus_stop2311
Gosaldo,46.221618,11.954564,Trentino,bus_stop2312
Saresin,46.206661,11.938451,Trentino,bus_stop2313
"Castelletto ""Ponte Rinassico""",46.247843,11.062192,Trentino,bus_stop2314
Centa Fraz. Valle,45.964835,11.232625,Trentino,bus_stop2315
Centa Fraz. Conci,45.974351,11.244432,Trentino,bus_stop2316
Canale Via Delle Stonfe,46.048813,11.233384,Trentino,bus_stop2317
Premione-Via Alla Closura,46.048034,10.871476,Trentino,bus_stop2318
Predazzo-Loc. Fol,46.322332,11.597905,Trentino,bus_stop2319
Preghena-Sp 68 Bivio,46.407458,11.011748,Trentino,bus_stop2320
Croviana-Via Nazionale 174,46.341181,10.9003,Trentino,bus_stop2321
Canè,46.119117,11.260802,Trentino,bus_stop2322
